index,title,original_language,release_date,popularity,vote_average,vote_count
8050,Vivre Sa Vie,fr,20-09-1962,14.364,7.8,558
8051,Love the Coopers,en,12-11-2015,14.363,6,718
8052,Star Trek VI: The Undiscovered Country,en,06-12-1991,14.363,7,1131
8053,A Royal Winter,en,14-01-2017,14.362,7.1,160
8054,Doraemon: Nobita and the Winged Braves,ja,10-03-2001,14.362,7.4,33
8055,The Story of Lady Sue,cn,30-01-1992,14.36,0,0
8056,Jane Austen's Mafia!,en,24-07-1998,14.36,5.4,164
8057,Here Today,en,07-05-2021,14.359,7.2,123
8058,I'll Always Know What You Did Last Summer,en,24-06-2006,14.358,4.2,334
8059,Killing Cabos 2: The Mask of El Máscara,es,01-10-2021,14.357,7.7,79
8060,Shoplifters,ja,02-06-2018,14.356,7.9,1805
8061,Laboratory Conditions,en,13-10-2018,14.356,8.7,3
8062,Crazy Tsunami,zh,16-07-2021,14.354,6,9
8063,My Friend Dahmer,en,03-11-2017,14.353,6.6,509
8064,First Reformed,en,18-05-2018,14.351,7,1193
8065,Scorned,en,14-07-1993,14.347,5.1,27
8066,Love Me If You Dare,fr,17-09-2003,14.345,7.3,1679
8067,The Last Manhunt,en,18-11-2022,14.344,5.2,30
8068,Confrontation,es,14-08-2023,14.342,0,0
8069,The Broken Hearts Gallery,en,11-09-2020,14.342,7.2,285
8070,Oppenheimer: The Real Story,en,17-07-2023,14.341,7.6,5
8071,Burn Out,fr,03-01-2018,14.341,6.8,366
8072,A Better Tomorrow II,zh,17-12-1987,14.341,7.1,223
8073,Sudden Impact,en,07-12-1983,14.34,6.5,780
8074,Shipibos Stories,es,14-08-2023,14.339,0,0
8075,Showing Up,en,07-04-2023,14.338,5.8,27
8076,Cuando Sea Joven,es,14-09-2022,14.337,8.4,255
8077,1BR,en,18-07-2019,14.336,6.1,371
8078,Beethoven's 3rd,en,07-09-2000,14.336,5.1,320
8079,Targets,en,15-08-1968,14.335,7.1,168
8080,Gestapo's Last Orgy,it,21-01-1977,14.334,4.8,37
8081,Krampus,en,26-11-2015,14.333,6.1,1863
8082,Oscar and the Lady in Pink,fr,15-11-2009,14.333,6.5,71
8083,High Noon,en,09-06-1952,14.331,7.7,1259
8084,Fall in Love at First Kiss,zh,14-02-2019,14.33,6.6,81
8085,Side Effects,en,07-02-2013,14.329,6.6,2849
8086,Don 2,hi,23-12-2011,14.329,7,201
8087,Who You Think I Am,fr,27-02-2019,14.328,6.6,290
8088,Lemonade Mouth,en,15-04-2011,14.327,7.4,990
8089,Bonjour Tristesse,en,15-01-1958,14.327,6.7,113
8090,Blindsided,en,01-03-2016,14.326,6.7,3
8091,Still Alice,en,05-12-2014,14.326,7.5,2858
8092,All Is Lost,en,23-08-2013,14.326,6.6,1476
8093,The Three Caballeros,en,21-12-1944,14.326,6.4,623
8094,Guru,hi,12-01-2007,14.326,6.8,104
8095,Beauty and the Beast,fr,29-10-1946,14.326,7.5,524
8096,"A Fairly Odd Movie: Grow Up, Timmy Turner!",en,09-07-2011,14.323,4.9,196
8097,A Serious Man,en,30-09-2009,14.323,6.8,1869
8098,Titanic,de,10-11-1943,14.322,6.2,62
8099,Un Chien Andalou,fr,05-06-1929,14.321,7.5,1140
8100,The Dirt,en,22-03-2019,14.32,7.5,1100
8101,Babel,en,08-09-2006,14.319,7.2,3383
8102,Sexual Predator,en,04-12-2001,14.318,4.8,31
8103,Black Sea,en,05-12-2014,9.153,6.3,1000
8104,The Sitter,en,09-12-2011,14.316,5.6,850
8105,Saving Mr. Banks,en,29-11-2013,14.315,7.3,3096
8106,The Boat That Rocked,en,01-04-2009,14.315,7.2,1941
8107,Highlander: Endgame,en,01-09-2000,14.314,4.8,364
8108,John Q,en,15-02-2002,14.314,7.1,2156
8109,Mom's Got a Date with a Vampire,en,13-10-2000,14.312,5.6,107
8110,Junglee,hi,29-03-2019,14.309,6.7,95
8111,Respect,en,12-08-2021,14.308,6.8,345
8112,Compulsion,en,19-11-2016,14.308,4.8,49
8113,Starman,en,13-12-1984,14.308,6.9,746
8114,American Heist,en,11-09-2014,12.151,4.8,313
8115,Echo Boomers,en,13-11-2020,14.301,5.8,94
8116,My First Summer,en,24-10-2020,14.3,8.1,181
8117,Hotel Artemis,en,07-06-2018,14.298,6,1408
8118,Tentacles,it,25-02-1977,14.298,4.7,78
8119,What Lies Below,en,17-12-2020,14.295,5.2,157
8120,"Night Is Short, Walk On Girl",ja,07-04-2017,14.295,7.5,175
8121,One Piece Episode of Merry: The Tale of One More Friend,ja,31-12-2013,16.718,7.4,44
8122,Waking Life,en,19-10-2001,14.295,7.5,792
8123,The Housemaid,tl,10-09-2021,14.294,5.1,8
8124,Female Leopard,ja,27-12-1985,8.724,5.1,11
8125,Detective Chinatown 3,zh,12-02-2021,14.292,5.8,58
8126,The Colony,en,26-08-2021,14.291,5.6,186
8127,Rugrats in Paris: The Movie,en,17-11-2000,14.29,6.6,422
8128,Laws of Attraction,en,04-04-2004,14.287,5.7,380
8129,Wet Highway,ja,29-12-1971,14.286,5.8,5
8130,Given,ja,22-08-2020,14.285,8.3,357
8131,Oligosaccharide The Movie,ko,15-06-2017,14.285,5.6,5
8132,A Family Man,en,13-09-2016,14.282,6.7,457
8133,The Lady Vanishes,en,07-10-1938,14.282,7.5,802
8134,Puppet Master,en,12-10-1989,14.281,5.8,294
8135,Airport,en,29-05-1970,14.281,6.4,330
8136,Mickey's Once Upon a Christmas,en,31-10-1999,14.275,7.1,574
8137,Belfast,en,12-11-2021,14.271,7.1,1183
8138,Ophelia,en,28-06-2019,14.271,7.2,492
8139,Bad Company,en,07-06-2002,14.27,5.5,680
8140,The Chorus,fr,17-03-2004,14.269,7.7,2194
8141,The Lovers on the Bridge,fr,16-10-1991,14.269,7.4,272
8142,Red Bull Dragon Ball FighterZ World Final Paris,pt,,14.265,7.5,2
8143,United 93,en,28-04-2006,14.265,7.1,1319
8144,Newness,en,03-11-2017,14.263,6.1,567
8145,Threads,en,23-09-1984,14.261,7.6,246
8146,Elizabethtown,en,14-10-2005,14.259,6.2,989
8147,My Father's Dragon,en,04-11-2022,14.258,7.4,70
8148,7500,en,26-12-2019,14.256,6.1,721
8149,Young and Wild,es,29-03-2012,14.256,6.4,128
8150,Operation Y and Other Shurik's Adventures,ru,24-07-1965,14.255,7.9,259
8151,Forever Young,en,16-12-1992,14.255,6.5,804
8152,Merry Madagascar,en,16-11-2009,14.253,6.5,261
8153,The Beastmaster,en,16-08-1982,14.253,6.3,347
8154,Hampuy. Amta Haru,es,14-08-2023,14.251,0,0
8155,Mom and Dad,en,19-01-2018,14.251,5.4,905
8156,Village of the Damned,en,28-04-1995,14.251,6,723
8157,Bangkok Dangerous,en,21-08-2008,14.25,5.2,918
8158,The Dead Pool,en,13-07-1988,14.25,6.3,726
8159,Love Story,en,16-12-1970,14.248,6.8,605
8160,Barbershop 2: Back in Business,en,20-01-2004,14.246,5.8,232
8161,Resonance,es,14-08-2023,14.243,0,0
8162,The Science of Interstellar,en,25-11-2014,14.243,6.8,25
8163,St. Agatha,en,20-04-2018,14.24,5.5,194
8164,A Cinderella Story: Starstruck,en,29-06-2021,14.238,7.1,118
8165,Andhadhun,hi,05-10-2018,14.238,7.7,424
8166,C'mon C'mon,en,19-11-2021,14.237,7.3,543
8167,Wonderstruck,en,13-10-2017,14.237,6,372
8168,Teen Wolf Too,en,20-11-1987,14.237,4.1,167
8169,McLintock!,en,12-11-1963,14.236,6.6,196
8170,Centigrade,en,28-08-2020,14.235,5.9,240
8171,The African Queen,en,07-01-1952,14.235,7.4,837
8172,Fearless,en,14-08-2020,14.233,6.2,119
8173,Game of Death II,cn,21-03-1981,14.233,5.6,145
8174,A Touch of Zen,zh,18-11-1971,14.23,7.7,159
8175,Raw,fr,11-11-2016,14.225,7.1,2891
8176,The Perfection,en,20-09-2018,14.224,6.5,1223
8177,The Arrival,en,31-05-1996,14.224,6,658
8178,Julia X,en,24-09-2011,14.223,4.9,95
8179,Streets of Fire,en,01-06-1984,14.223,6.9,430
8180,Open Water 2: Adrift,en,10-07-2006,14.22,5.5,624
8181,The Engineer,en,18-08-2023,14.219,0,0
8182,Medusa,en,07-11-2020,14.217,6.2,180
8183,Plum Blossom,ko,14-10-2000,14.217,6,21
8184,Father There Is Only One,es,02-08-2019,14.215,7.7,666
8185,The Stepfather,en,16-10-2009,14.215,5.8,786
8186,Team America: World Police,en,10-10-2004,14.215,6.7,1665
8187,Johnny Handsome,en,12-09-1989,14.215,6.3,226
8188,Time Bandits,en,13-07-1981,14.213,6.6,879
8189,Surrounded,en,02-04-2023,14.209,5.8,9
8190,Bummer,ru,02-08-2003,14.208,6.3,106
8191,Mickey's Magical Christmas: Snowed in at the House of Mouse,en,06-11-2001,14.206,6.9,246
8192,Apollo 18,en,20-07-2011,14.205,5.3,901
8193,Last Moment of Clarity,en,19-05-2020,14.204,5.3,114
8194,Prisoners of the Ghostland,en,31-08-2021,14.204,5.2,459
8195,Nosferatu the Vampyre,de,17-01-1979,14.204,7.3,708
8196,Enter the Fat Dragon,cn,23-01-2020,14.202,6.4,98
8197,"Merry Christmas, Mr. Lawrence",ja,28-05-1983,14.2,7.3,393
8198,Belle,en,01-05-2013,14.199,7.2,637
8199,Dragon Lord,cn,21-01-1982,14.198,6.2,102
8200,Kagemusha,ja,26-04-1980,14.198,7.8,565
8201,Action Jackson,en,12-02-1988,14.198,5.5,201
8202,Naked Singularity,en,06-08-2021,14.196,4.6,53
8203,Deck the Halls,en,22-11-2006,14.196,5.5,569
8204,Precious,en,06-11-2009,14.195,7.3,1504
8205,The Invasion,en,17-08-2007,14.195,6,1342
8206,Nightwatch,en,31-01-1997,14.194,6.1,342
8207,Song of the South,en,12-11-1946,14.192,6.5,239
8208,"Chill Out, Scooby-Doo!",en,31-08-2007,14.192,7.5,244
8209,Barbie: A Perfect Christmas,en,03-11-2011,14.189,6.7,280
8210,Pokémon: Mewtwo Returns,ja,17-08-2001,14.189,6.6,330
8211,The Immaculate Room,en,19-08-2022,14.188,5.2,64
8212,Don't Hang Up,en,22-10-2016,14.188,6.2,455
8213,Femme Fatale,en,30-04-2002,14.187,6.2,522
8214,Wait Until Dark,en,26-10-1967,14.185,7.3,454
8215,Zarnitsa,ru,26-04-2021,14.184,5,2
8216,The Alamo,en,23-10-1960,14.183,7.2,303
8217,Mr. Mistress,cn,17-05-1988,14.178,0,0
8218,Odnoklassniki.ru: The Magic Laptop,ru,12-12-2013,13.481,3.7,20
8219,Hotel Paradise,it,25-10-1980,14.175,5.3,14
8220,The Catcher Was a Spy,en,22-06-2018,14.173,6.3,256
8221,How Do You Know,en,17-12-2010,14.173,5.3,876
8222,Gorgo,en,02-02-1961,14.172,5.4,72
8223,Ali G Indahouse,en,21-03-2002,14.17,6.1,1234
8224,Daughter of Darkness 2,cn,01-01-1994,14.169,5,15
8225,Cat Ballou,en,24-06-1965,14.169,6.4,213
8226,Urban Legend,en,25-09-1998,14.169,5.7,1157
8227,Pusoy,tl,27-05-2022,14.168,5.8,4
8228,Sundays at Tiffany's,en,06-12-2010,14.168,6.5,80
8229,American Ninja,en,30-08-1985,14.168,6,367
8230,Stranded,en,22-05-2013,14.166,3.6,130
8231,As Good as Dead,en,16-12-2022,14.165,6.7,31
8232,The Cloverfield Paradox,en,04-02-2018,14.165,5.6,2969
8233,Power of Love,cn,02-09-1993,14.163,7,1
8234,Escape from Sobibor,en,12-04-1987,14.163,7.3,166
8235,Destination Wedding,en,02-08-2018,14.162,5.7,653
8236,Okay! Madam,ko,12-08-2020,14.161,7.5,32
8237,Berlin Syndrome,en,20-04-2017,14.161,6,584
8238,The Nanny Diaries,en,24-08-2007,14.158,6.4,1041
8239,Bokeh,en,24-03-2017,14.157,5.4,233
8240,Tesla,en,14-08-2020,14.156,5.9,278
8241,Affair,ko,24-07-2014,14.156,5.3,4
8242,Spanglish,en,17-12-2004,14.156,6,1170
8243,8 Women,fr,06-02-2002,14.154,7,883
8244,White Noise,en,25-11-2022,14.153,5.6,522
8245,Running with the Devil,en,29-08-2019,14.152,5.4,253
8246,Werewolf: The Beast Among Us,en,09-10-2012,14.152,5.9,219
8247,Babyteeth,en,15-06-2020,14.149,6.9,292
8248,A Night to Remember,en,03-07-1958,14.149,7.6,213
8249,The Finest Hours,en,27-01-2016,14.148,6.6,1484
8250,The Borrowers,en,05-12-1997,14.148,6,439
8251,Bosomy Mom 2,ko,27-05-2020,14.147,3.5,2
8252,The Tiger,ko,16-12-2015,14.147,7.6,189
8253,Whatever It Takes,en,31-03-2000,14.146,5.8,253
8254,Black Island,de,17-08-2021,14.145,6,167
8255,She Dies Tomorrow,en,31-07-2020,14.145,5.3,133
8256,Waiting to Exhale,en,22-12-1995,14.145,6.2,139
8257,Nobody's Fool,en,23-12-1994,14.145,6.8,260
8258,Snow White: The Fairest of Them All,en,28-10-2001,14.143,5.9,229
8259,Drop Zone,en,08-12-1994,14.142,5.6,346
8260,Welcome to the Rileys,en,29-10-2010,14.14,6.6,362
8261,Homejack,ja,02-09-2016,14.139,6,2
8262,The Limehouse Golem,en,18-10-2016,14.138,6.2,581
8263,High-Rise,en,22-11-2015,11.376,5.7,1056
8264,Crisis,en,26-02-2021,14.136,6.3,261
8265,Harmony,ja,13-11-2015,14.135,7,67
8266,Perfect Sense,en,29-09-2011,14.135,6.9,1034
8267,Attraction 3,ru,01-01-2024,14.132,0,0
8268,Line of Duty,en,25-12-2019,14.13,5.9,274
8269,Welcome to Marwen,en,21-12-2018,14.128,6.6,1058
8270,Friday After Next,en,22-11-2002,14.128,6.2,352
8271,Solaris,ru,20-03-1972,14.127,7.9,1404
8272,Three Little Pigs,en,27-05-1933,14.123,6.8,339
8273,Life Like,en,14-05-2019,14.122,6.3,197
8274,Psycho-Pass: Sinners of the System - Case.2 First Guardian,ja,15-02-2019,14.122,6.8,52
8275,Kill Switch,en,06-10-2008,14.122,4.7,86
8276,Stargirl,en,10-03-2020,14.121,7.5,526
8277,The Beguines,fr,19-09-1972,14.12,5.5,2
8278,Padmaavat,hi,25-01-2018,14.12,6.9,236
8279,14 Blades,zh,04-02-2010,14.12,6.3,170
8280,Mindhunters,en,07-05-2004,14.12,6.4,1049
8281,El autócrata,es,30-06-2023,14.119,8.8,8
8282,It's Kind of a Funny Story,en,08-10-2010,14.119,7,2189
8283,Alpha Dog,en,27-01-2006,14.118,6.6,1246
8284,Monster-in-Law,en,13-05-2005,14.118,6.2,1502
8285,Baby Boy,en,27-06-2001,14.116,7.1,272
8286,Malizia 2000,it,01-11-1991,14.115,5.9,13
8287,The 300 Spartans,en,01-08-1962,14.112,6.3,113
8288,Madea's Family Reunion,en,24-02-2006,14.111,6.3,185
8289,16 Wishes,en,02-10-2010,14.108,6.3,1213
8290,Anne of Green Gables,en,01-12-1985,14.107,8.1,218
8291,Monster High: Freaky Fusion,en,06-10-2014,14.106,7.7,100
8292,Promare,ja,24-05-2019,14.105,7.1,232
8293,Anne of Green Gables: The Sequel,en,19-05-1987,14.105,8,109
8294,Metropolis,ja,26-05-2001,14.104,7.1,404
8295,Battlefield Earth,en,12-05-2000,14.104,3.2,738
8296,The Book Thief,en,08-11-2013,14.102,7.5,4090
8297,Girl in the Picture,en,06-07-2022,14.098,7.3,200
8298,A Cinderella Story: Once Upon a Song,en,05-09-2011,14.098,6.4,972
8299,Founders Day,en,18-08-2023,14.097,0,0
8300,Jackass Number Two,en,22-09-2006,14.097,6.5,1025
8301,Sound of Freedom,de,01-01-2019,14.096,6,1
8302,You Again,en,23-09-2010,14.096,6.3,1168
8303,Invasion of Astro-Monster,ja,19-12-1965,14.093,6.8,164
8304,From Dusk Till Dawn 2: Texas Blood Money,en,16-03-1999,14.091,4.6,394
8305,Assassins,en,06-10-1995,14.091,6.5,1383
8306,We Die Young,en,09-05-2019,14.09,6.8,265
8307,Without a Paddle,en,20-08-2004,14.089,5.5,588
8308,Colorful,ja,21-08-2010,14.088,7.3,244
8309,Drive My Car,ja,18-08-2021,14.087,7.4,1008
8310,The Wiz,en,24-10-1978,14.087,6,215
8311,Creep 2,en,14-10-2017,14.085,6.3,689
8312,Bohachi Bushido: Code of the Forgotten Eight,ja,03-02-1973,14.085,7,24
8313,King Kong vs. Godzilla,ja,11-08-1962,14.083,6.8,246
8314,The Cutting Edge: Going for the Gold,en,07-02-2006,14.082,6.6,139
8315,Una familia absolutamente normal,es,22-06-2023,14.081,0,0
8316,Ernest & Celestine,fr,12-12-2012,14.081,7.8,538
8317,Big Wednesday,en,26-05-1978,14.081,6.9,159
8318,The New Toy,fr,19-10-2022,14.08,5.9,93
8319,The Young Messiah,en,10-03-2016,14.078,6.4,119
8320,Cirque du Soleil: Worlds Away,en,09-11-2012,14.078,7,152
8321,Drunk Parents,en,08-02-2019,14.077,4.6,228
8322,Witching & Bitching,es,20-09-2013,14.075,6.4,587
8323,Chaplin,en,17-12-1992,14.075,7.4,931
8324,Conor McGregor: Notorious,en,03-11-2017,14.071,7,161
8325,Strange Days,en,13-10-1995,14.071,7,1167
8326,Pippi in the South Seas,sv,24-01-1970,14.07,6.9,102
8327,Another 9 1/2 Weeks,en,12-06-1997,14.069,4.8,80
8328,Sniper 2,en,28-12-2002,14.069,5.5,122
8329,"Snowflake, the White Gorilla",en,23-12-2011,14.068,5.3,42
8330,Midnight Runners,ko,09-08-2017,14.067,7.5,180
8331,The Tigger Movie,en,11-02-2000,14.067,6.5,513
8332,Butterfly on a Wheel,en,27-07-2007,14.067,6.3,455
8333,The Lazarus Effect,en,29-01-2015,8.865,5.3,1304
8334,The Virgin Psychics,ja,04-09-2015,14.065,5.6,50
8335,Ravenous,en,01-01-1999,14.065,6.8,511
8336,La Notte,it,24-01-1961,14.064,8,585
8337,Black Beauty,en,29-07-1994,14.064,6.7,315
8338,Rye Lane,en,17-03-2023,14.063,7.1,99
8339,American Traitor: The Trial of Axis Sally,en,28-05-2021,14.063,5.9,56
8340,Farang,fr,28-06-2023,14.061,7.1,21
8341,Deep,en,12-05-2017,14.06,6,132
8342,Ghosts of the Abyss,en,10-04-2003,14.059,6.9,167
8343,Dear Zoe,en,04-11-2022,14.058,6.4,27
8344,The Thing About Harry,en,15-02-2020,14.056,7,192
8345,Sgt. Bilko,en,29-03-1996,14.055,5.8,311
8346,Pendientes,es,14-08-2023,14.054,0,0
8347,Turistas,en,01-12-2006,14.054,5.5,747
8348,Dersu Uzala,ru,02-08-1975,14.054,8,449
8349,Bad Country,en,26-09-2014,13.113,5.6,162
8350,Perfect Stranger,en,11-04-2007,14.053,5.8,833
8351,Riders of Justice,da,19-11-2020,14.05,7.3,665
8352,Mais Pesado é o Céu,pt,14-08-2023,14.048,0,0
8353,Flora & Ulysses,en,19-02-2021,14.047,6.5,222
8354,The Other Side,sv,23-10-2020,14.045,6.2,111
8355,Nocturne,en,13-10-2020,14.045,5.9,369
8356,Doom: Annihilation,en,30-09-2019,14.045,4.9,361
8357,Ghoomer,hi,18-08-2023,14.043,0,0
8358,Escape Room,en,14-09-2017,14.042,4.5,654
8359,Extinction,en,07-08-2015,14.042,6.2,595
8360,The Cure,en,21-04-1995,14.042,7.9,272
8361,360,en,25-07-2012,14.04,5.7,252
8362,Barton Fink,en,01-08-1991,14.04,7.5,1489
8363,La importancia de un sofá,es,14-08-2023,14.039,0,0
8364,AI Love You,th,15-02-2022,14.039,6.1,44
8365,Missed Connections,tl,02-06-2023,14.038,6,11
8366,The King of Staten Island,en,22-07-2020,14.038,7,880
8367,The World of Kanako,ja,04-07-2014,11.61,6.4,149
8368,Appointment with Death,en,15-04-1988,14.037,6,94
8369,Sparkle: A Unicorn Tale,en,18-08-2023,14.036,0,0
8370,Old Henry,en,01-10-2021,14.036,7.3,400
8371,Ilsa: She Wolf of the SS,en,01-10-1975,14.036,6.1,317
8372,Now You See Me 3,en,,14.034,0,0
8373,Like Water for Chocolate,es,16-04-1992,14.034,7.3,408
8374,Gunfight at the O.K. Corral,en,30-05-1957,14.032,7,285
8375,Gurren Lagann the Movie: Childhood's End,ja,06-09-2008,14.031,7.6,89
8376,Dr. Jekyll and Mr. Hyde,en,24-12-1931,14.031,7.3,237
8377,Raising Arizona,en,01-03-1987,14.031,7,1833
8378,Guns Akimbo,en,27-02-2020,14.03,6.4,2028
8379,Abduction,en,20-03-2019,14.029,6.1,81
8380,Oryu's Passion: Bondage Skin,ja,18-06-1975,14.029,9,3
8381,My Name Is Nobody,it,13-12-1973,14.029,7.2,830
8382,Nancy Drew,en,15-06-2007,14.028,6.1,472
8383,Dancer in the Dark,en,30-06-2000,14.028,7.9,1601
8384,Ajin: Demi-Human,ja,30-09-2017,14.027,7.5,95
8385,The Fury of a Patient Man,es,09-09-2016,14.027,6.6,401
8386,Deconstructing Harry,en,12-12-1997,14.025,7.3,846
8387,K: Seven Stories Movie 6 - Circle Vision - Nameless Song,ja,01-12-2018,14.022,6.5,2
8388,Senna,en,07-10-2010,14.022,8.1,880
8389,The Messenger,pl,15-03-2019,14.019,6.1,66
8390,Demon Seed,en,07-04-1977,14.018,5.9,208
8391,Up for Love,fr,04-05-2016,14.016,6,754
8392,The Last Song,en,31-03-2010,14.014,7.2,3183
8393,The Rage: Carrie 2,en,11-03-1999,14.013,5.7,346
8394,The Burnt Orange Heresy,en,06-03-2020,14.012,5.6,144
8395,The Land Before Time III: The Time of the Great Giving,en,16-03-1995,14.012,6.2,354
8396,The Right Stuff,en,20-10-1983,14.011,7.4,761
8397,Unhuman,en,03-06-2022,14.01,5.4,100
8398,Dr. Who and the Daleks,en,23-08-1965,14.01,5.7,91
8399,Welcome to Smelliville,en,06-05-2021,14.008,7,59
8400,The Thinning,en,12-10-2016,14.008,6.8,334
8401,Persepolis,fr,27-06-2007,14.008,7.9,1742
8402,Crooked House,en,06-09-2017,14.005,6.4,818
8403,My Favorite Wedding,en,24-06-2017,14.004,7,72
8404,6 Bullets,en,11-09-2012,14.002,6,292
8405,You're Next,en,22-08-2013,14.002,6.6,2265
8406,The Grandmaster,cn,10-01-2013,14.001,6.6,771
8407,Eaten Alive!,it,19-03-1980,14.001,5.3,103
8408,Bratz,en,03-08-2007,14,5.7,397
8409,Irresistible,en,01-07-2020,13.999,6.1,362
8410,Woman in Gold,en,20-03-2015,13.999,7.3,1280
8411,One Piece: Defeat the Pirate Ganzak!,ja,26-07-1998,13.999,6.2,40
8412,J. Edgar,en,09-11-2011,13.999,6.2,2237
8413,A Lot Like Love,en,21-04-2005,13.999,6.8,1187
8414,Shaun the Sheep Movie,en,05-02-2015,13.998,7,1242
8415,Goal! III : Taking On The World,en,22-06-2009,13.998,3.9,177
8416,A Chinese Odyssey Part One: Pandora's Box,cn,21-01-1995,13.997,7.5,219
8417,The Hours,en,27-12-2002,13.996,7.3,1503
8418,Cashback,en,01-08-2004,13.995,6.9,115
8419,Empire of Passion,ja,06-09-1978,13.995,7,94
8420,Tomboy,fr,20-04-2011,13.994,7.3,618
8421,Dreamgirls,en,25-12-2006,13.993,6.8,915
8422,Supervixens,en,02-04-1975,13.992,5.9,108
8423,Airheads,en,05-08-1994,13.991,6.1,636
8424,The Shaggy Dog,en,09-03-2006,13.991,4.9,523
8425,Private House of the SS,it,20-01-1977,13.988,5,30
8426,The Man Who Knew Too Much,en,16-05-1956,13.988,7.5,1215
8427,Ghost Lab,th,26-05-2021,13.986,6.4,110
8428,Cry Freedom,en,06-11-1987,13.986,7,177
8429,Joe's Apartment,en,26-07-1996,13.986,5.5,295
8430,Steel Magnolias,en,15-11-1989,13.985,7.2,587
8431,Sobibor,ru,03-05-2018,13.983,6.5,250
8432,Let It Snow,en,08-11-2019,13.983,6.1,1080
8433,Iron Eagle,en,17-01-1986,13.983,5.4,261
8434,My Best Friend Anne Frank,nl,07-10-2021,13.98,6.9,209
8435,The Dead Don't Die,en,15-05-2019,13.98,5.4,2290
8436,Malcolm X,en,18-11-1992,13.98,7.5,1463
8437,Helter Skelter,ja,14-07-2012,13.979,6.5,104
8438,Gintama,ja,14-07-2017,13.978,6.8,101
8439,Blindness,en,14-05-2008,13.978,6.5,1156
8440,I Am Mother,en,07-06-2019,13.975,6.7,2329
8441,Mutual Relations 2,ko,01-02-2018,13.971,4.5,6
8442,Hellboy Animated: Blood and Iron,en,10-03-2007,13.97,6.3,102
8443,The Wind That Shakes the Barley,en,23-03-2006,13.969,7.4,674
8444,Dilwale,hi,18-12-2015,13.968,6.6,272
8445,"Bruce Lee, My Brother",zh,25-11-2010,13.967,7,160
8446,The Little Vampire,en,27-10-2000,13.967,6.8,366
8447,12 Hour Shift,en,02-10-2020,13.963,5.4,196
8448,Creation,en,25-09-2009,13.962,6.4,195
8449,Cadet Kelly,en,07-03-2002,13.962,6.2,548
8450,Rumble Fish,en,09-10-1983,13.961,7,594
8451,TEKKEN: A Man Called X,en,12-08-2014,13.96,4,77
8452,Trespass,en,13-10-2011,13.96,5.5,1049
8453,Naruto: The Lost Story - Mission: Protect the Waterfall Village!,ja,20-12-2003,13.958,7.1,109
8454,Sissi: The Fateful Years of an Empress,de,18-12-1957,13.958,7.2,297
8455,Vampire Academy,en,07-02-2014,13.957,6.3,1647
8456,Highlander II: The Quickening,en,13-01-1991,13.957,4.7,755
8457,Summit Fever,en,13-10-2022,13.956,5.6,37
8458,Pee-wee's Big Holiday,en,15-03-2016,13.956,6.1,211
8459,Attack the Block,en,12-05-2011,13.956,6.5,1875
8460,Beyond Borders,en,23-10-2003,13.956,6.5,367
8461,Petite Maman,fr,02-06-2021,13.952,7.2,283
8462,Scooby-Doo! Meets the Boo Brothers,en,18-10-1987,13.951,7.3,216
8463,The Jurassic Games,en,21-05-2018,13.948,4.7,142
8464,Awake,en,28-11-2007,13.948,6.5,1241
8465,Barb Wire,en,02-05-1996,13.947,4,364
8466,Bandidas,en,18-01-2006,13.947,6,1006
8467,Junior,en,22-11-1994,13.946,5.2,1347
8468,Gettysburg,en,08-10-1993,13.945,6.9,263
8469,Once Were Warriors,en,02-09-1994,13.945,7.4,361
8470,All the Money in the World,en,21-12-2017,13.944,6.5,2088
8471,Dirty Rotten Scoundrels,en,14-12-1988,13.944,7.1,740
8472,Ice Station Zebra,en,23-10-1968,13.943,6.2,142
